lat,lon,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11
30.0,73.75,-265.02739999999994,-263.11945999999995,-257.77036999999996,-251.55809999999997,-245.17914999999994,-241.70291999999995,-241.98917999999998,-244.82679999999993,-246.71631999999994,-249.98409999999996,-255.53476999999998
30.0,74.375,-265.63989999999995,-263.49269999999996,-258.27237999999994,-251.69974999999994,-245.27692999999994,-241.95759999999996,-243.00781999999998,-245.56217999999996,-247.40955999999994,-250.70713999999998,-255.76834999999994
30.0,75.0,-266.57035999999994,-264.01572999999996,-258.72751999999997,-251.86954999999995,-245.37671999999998,-241.92581999999993,-243.60359999999997,-246.05359999999996,-247.79132999999996,-251.31726999999995,-256.07303999999993
30.0,75.625,-267.31192999999996,-264.42481999999995,-258.97259999999994,-251.96121999999997,-245.66706999999997,-241.81125999999995,-243.62174999999996,-246.41599999999994,-248.01267999999993,-251.74669999999998,-256.76654999999994
30.0,76.25,-266.99323999999996,-264.1227999999999,-258.83762999999993,-251.89975999999996,-245.93064999999996,-241.97843999999998,-244.06677999999994,-246.88675999999998,-248.40019999999993,-252.41479999999996,-257.44909999999993
30.0,76.875,-265.71049999999997,-263.25467999999995,-258.21099999999996,-251.59921999999995,-245.99567999999994,-242.45655999999997,-245.29563999999993,-247.23831999999993,-248.62464999999997,-253.27039999999994,-257.75611999999995
30.0,77.5,-264.87479999999994,-262.50629999999995,-257.27613999999994,-251.35132999999996,-246.50272999999993,-243.02739999999994,-246.23261999999994,-247.36054999999993,-248.52049999999997,-253.50022999999993,-258.01444999999995
30.0,78.125,-264.35839999999996,-262.55639999999994,-257.26026999999993,-251.96903999999995,-247.65695999999997,-244.46591999999998,-247.45389999999998,-248.36559999999997,-249.19339999999994,-253.53449999999998,-257.92331999999993
30.0,78.75,-267.35669999999993,-266.1032799999999,-261.12922,-256.2945399999999,-252.73659999999995,-249.68989999999997,-251.21419999999995,-251.76807999999994,-252.63767999999993,-256.63429999999994,-260.79999999999995
30.0,79.375,-270.39759999999995,-270.40446,-265.62784999999997,-261.04062999999996,-257.61942999999997,-254.67401999999993,-254.57889999999998,-255.10501999999997,-256.03766999999993,-260.1428599999999,-264.12564999999995
30.0,80.0,-273.11713999999995,-273.90442999999993,-269.50654,-264.51435999999995,-261.37345999999997,-258.51645999999994,-257.0962999999999,-257.6070399999999,-258.75929999999994,-262.7053599999999,-266.26212999999996
30.0,80.625,-279.75202999999993,-280.06089999999995,-275.92954999999995,-271.66043999999994,-268.18997999999993,-265.09171999999995,-262.00757999999996,-262.74713999999994,-264.00406999999996,-268.26509999999996,-271.93967999999995
30.0,81.25,-287.49686999999994,-287.3333999999999,-283.50084,-277.77,-274.4788,-271.59641999999997,-267.25012999999996,-268.26541999999995,-270.01682999999997,-274.58673999999996,-278.96412
30.5,72.5,-264.85462999999993,-263.32984999999996,-257.85112,-252.53882999999996,-245.81372999999996,-241.23831999999993,-241.12073999999996,-244.50369999999998,-246.62049999999994,-250.18369999999993,-256.39282999999995
30.5,73.125,-264.95267999999993,-263.23085,-258.0671,-252.23725999999994,-245.71039999999994,-241.34406999999993,-241.49419999999998,-244.60047999999995,-246.62779999999998,-250.32785999999993,-256.21237999999994
30.5,73.75,-265.15326999999996,-263.48905999999994,-258.3742,-252.16382999999996,-245.68872999999996,-241.83676999999994,-242.49622999999997,-245.22901999999993,-247.13922999999994,-250.66049999999996,-256.10376999999994
30.5,74.375,-265.7985699999999,-263.89017999999993,-258.84329999999994,-252.20703999999995,-245.58035999999993,-241.88469999999995,-243.15247999999997,-245.76579999999996,-247.58819999999997,-251.18042999999994,-256.22279999999995
30.5,75.0,-266.8025999999999,-264.39234999999996,-259.12845999999996,-252.29297999999994,-245.62219999999996,-241.79299999999995,-243.54511999999994,-246.15137999999996,-247.91892999999993,-251.54459999999995,-256.47749999999996
30.5,75.625,-267.49559999999997,-264.59223999999995,-259.21817999999996,-252.52164999999997,-245.89487999999994,-241.81696999999997,-243.80872999999997,-246.48859999999996,-248.20329999999996,-251.92233999999996,-257.14075999999994
30.5,76.25,-266.37604999999996,-263.50764,-258.49049999999994,-252.22684999999996,-245.94679999999994,-242.16333999999995,-244.54813999999993,-246.92356999999993,-248.40903999999995,-252.12622999999996,-256.93137999999993
30.5,76.875,-264.21475999999996,-262.83872999999994,-257.85553999999996,-252.52527999999995,-246.99414999999993,-243.54249999999996,-246.26337999999993,-247.77259999999995,-249.02725999999996,-252.82584999999995,-256.81836999999996
30.5,77.5,-265.33206999999993,-264.44446999999997,-259.42053999999996,-254.76486999999997,-250.44399999999996,-246.81281999999993,-248.68775999999997,-249.52589999999998,-250.66059999999993,-255.09094999999996,-258.9009199999999
30.5,78.125,-267.59436999999997,-267.67191999999994,-262.75473999999997,-258.22266999999994,-254.56522999999993,-251.11435999999998,-251.77949999999993,-252.38675999999998,-253.55432999999994,-257.90119999999996,-261.83554999999996
